ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001398344-23-022277	30-JUN-2023	N							North Square Investments, LLC	200 WEST MADISON ST	SUITE 2610	CHICAGO	IL	60606	13F NOTICE	028-19569	000294355	801-115238	N	
0000831001-23-000151	30-SEP-2023	Y	1	RESTATEMENT					CITIGROUP INC	388 GREENWICH STREET		NEW YORK	NY	10013	13F HOLDINGS REPORT	028-02427			N	
0001322613-23-000006	30-SEP-2023								RR Advisors, LLC	3953 MAPLE AVENUE	SUITE 180	DALLAS	TX	75219	13F HOLDINGS REPORT	028-11321			N	
0001085146-23-004559	30-SEP-2023	N							Morton Capital Management LLC/CA	27200 AGOURA ROAD	SUITE 200	CALABASAS	CA	91301	13F HOLDINGS REPORT	028-23474	000141250	801-67025	N	
0001085146-23-004558	30-JUN-2023	N							Morton Capital Management LLC/CA	27200 AGOURA ROAD	SUITE 200	CALABASAS	CA	91301	13F HOLDINGS REPORT	028-23474	000141250	801-67025	N	
0001085146-23-004557	31-MAR-2023	N							Morton Capital Management LLC/CA	27200 AGOURA ROAD	SUITE 200	CALABASAS	CA	91301	13F HOLDINGS REPORT	028-23474	000141250	801-67025	N	
0001085146-23-004556	31-DEC-2022	N							Morton Capital Management LLC/CA	27200 AGOURA ROAD	SUITE 200	CALABASAS	CA	91301	13F HOLDINGS REPORT	028-23474	000141250	801-67025	N	
0001085146-23-004555	30-SEP-2022	N							Morton Capital Management LLC/CA	27200 AGOURA ROAD	SUITE 200	CALABASAS	CA	91301	13F HOLDINGS REPORT	028-23474	000141250	801-67025	N	
0001085146-23-004554	30-JUN-2022	N							Morton Capital Management LLC/CA	27200 AGOURA ROAD	SUITE 200	CALABASAS	CA	91301	13F HOLDINGS REPORT	028-23474	000141250	801-67025	N	
0001085146-23-004553	31-MAR-2022	N							Morton Capital Management LLC/CA	27200 AGOURA ROAD	SUITE 200	CALABASAS	CA	91301	13F HOLDINGS REPORT	028-23474	000141250	801-67025	N	
0001085146-23-004552	31-DEC-2021	N							Morton Capital Management LLC/CA	27200 AGOURA ROAD	SUITE 200	CALABASAS	CA	91301	13F HOLDINGS REPORT	028-23474	000141250	801-67025	N	
0001085146-23-004551	30-SEP-2023	N							TAP Consulting, LLC	10900 MANCHESTER RD	SUITE 100	KIRKWOOD	MO	63122	13F HOLDINGS REPORT	028-19489			N	
0001764968-23-000004	30-SEP-2023								Advisory Resource Group	4625 E. 91ST ST.		TULSA	OK	74137	13F HOLDINGS REPORT	028-19132			N	
0001661222-23-000014	30-SEP-2023								Ashburton (Jersey) Ltd	IFC1	THE ESPLANADE	ST HELIER	Y9	JE4 8SJ	13F HOLDINGS REPORT	028-17165			N	
0001085146-23-004550	30-SEP-2023	N							Austin Wealth Management, LLC	1301 S. Capital of Texas Highway	Suite C-210	Austin	TX	78746	13F HOLDINGS REPORT	028-23473	000172793	801-117954	N	
0000905148-23-001550	30-SEP-2023	Y	1	RESTATEMENT					CHAI TRUST CO LLC	TWO NORTH RIVERSIDE PLAZA	SUITE 600	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-17941			Y	This amendment restates the 13F filed for this quarter to correct the value and share amount of the reported position in EQUITY LIFESTYLE PPTYS INC over which Other Included Manger No. 1, Samuel Zell Administrative Trust, exercised investment discretion, which was inadvertently underreported due to a delay in receiving the relevant data from the broker.
0001632554-23-000010	30-SEP-2023								Trust Co	PO BOX 1806		MANHATTAN	KS	66505-1806	13F HOLDINGS REPORT	028-16870			N	
0001780507-23-000005	30-SEP-2023								WT Wealth Management	813 N BEAVER ST		FLAGSTAFF	AZ	86001	13F HOLDINGS REPORT	028-19605	000169566	801-112701	N	
0001398344-23-022120	30-SEP-2023	N							TUCKER ASSET MANAGEMENT LLC	1520 WEST CANAL COURT	SUITE 100	LITTLETON	CO	80120	13F HOLDINGS REPORT	028-23225	000174844	801-107110	N	
0001178913-23-003838	30-SEP-2023	Y	2	NEW HOLDINGS	N				Phoenix Holdings Ltd.	53 Derech Ha'shalom St.		Givatayim	L3	53454	13F HOLDINGS REPORT	028-18650			Y	"The securities reported herein are beneficially owned by The Phoenix Holdings Ltd. (the ""Phoenix"") or various direct or indirect, majority or wholly-owned subsidiaries of the Phoenix (the ""Subsidiaries""), including The Phoenix Investments House Ltd. (""Phoenix Investments House"") and Phoenix Investments Housea(euro)(TM)s subsidiary, Ksm Mutual Funds Ltd.. The Subsidiaries manage their own funds and/or the funds of others, including for holders of exchange-traded funds or various insurance policies, members of pension or provident funds, unit holders of mutual funds, and portfolio management clients. The Phoenix and each of the Subsidiaries operates under independent management and makes its own independent voting and investment decisions.  Neither the filing of this Form 13F nor any of its contents shall be deemed to constitute an admission by either persons filing this Form 13F or by any of the Subsidiaries that a group exists for purposes of Section 13(d) of the Securities Exchange Act of 1934 or for any other purpose, and each reporting person disclaims the existence of any such group. In addition, each of the persons filing this Form 13F and the Subsidiaries disclaims any beneficial ownership of the securities covered by this report in excess of their actual pecuniary interest therein.  This Statement shall not be construed as an admission by the persons filing this Form 13F or by the Subsidiaries that they are the beneficial owners of any of the Ordinary Shares covered by this Form 13F, and each of the persons filing this Form 13F and the Subsidiaries disclaims beneficial ownership of any such Ordinary Shares. Per informal guidance received from the Division of Investment Management, section 13(f) securities that are dual listed on a U.S. stock exchange and the Tel Aviv Stock Exchange were included in this Form 13F only if they were purchased in the U.S. A new holding entry was added - identifier 88160R901."
0001178913-23-003836	30-SEP-2023	Y	1	RESTATEMENT	N				Phoenix Holdings Ltd.	53 Derech Ha'shalom St.		Givatayim	L3	53454	13F HOLDINGS REPORT	028-18650			Y	"The securities reported herein are beneficially owned by The Phoenix Holdings Ltd. (the ""Phoenix"") or various direct or indirect, majority or wholly-owned subsidiaries of the Phoenix (the ""Subsidiaries""), including The Phoenix Investments House Ltd. (""Phoenix Investments House"") and Phoenix Investments Housea(euro)(TM)s subsidiary, Ksm Mutual Funds Ltd.. The Subsidiaries manage their own funds and/or the funds of others, including for holders of exchange-traded funds or various insurance policies, members of pension or provident funds, unit holders of mutual funds, and portfolio management clients. The Phoenix and each of the Subsidiaries operates under independent management and makes its own independent voting and investment decisions.  Neither the filing of this Form 13F nor any of its contents shall be deemed to constitute an admission by either persons filing this Form 13F or by any of the Subsidiaries that a group exists for purposes of Section 13(d) of the Securities Exchange Act of 1934 or for any other purpose, and each reporting person disclaims the existence of any such group. In addition, each of the persons filing this Form 13F and the Subsidiaries disclaims any beneficial ownership of the securities covered by this report in excess of their actual pecuniary interest therein.  This Statement shall not be construed as an admission by the persons filing this Form 13F or by the Subsidiaries that they are the beneficial owners of any of the Ordinary Shares covered by this Form 13F, and each of the persons filing this Form 13F and the Subsidiaries disclaims beneficial ownership of any such Ordinary Shares. Per informal guidance received from the Division of Investment Management, section 13(f) securities that are dual listed on a U.S. stock exchange and the Tel Aviv Stock Exchange were included in this Form 13F only if they were purchased in the U.S. Column 4 (Market Value), Column 5 (Shares and PRN Amount), and Column 8 (Sole) are updated for identifiers 88160R101, 697435105, and 007903107."
0001449434-23-000049	30-JUN-2023	Y	1	RESTATEMENT					Apollo Management Holdings, L.P.	9 W. 57th Street		New York	NY	10019	13F HOLDINGS REPORT	028-13438			N	
0001449434-23-000048	31-MAR-2023	Y	1	RESTATEMENT					Apollo Management Holdings, L.P.	9 W. 57th Street		New York	NY	10019	13F HOLDINGS REPORT	028-13438			N	
0001172661-23-004072	30-JUN-2023	Y	1	RESTATEMENT	N				DIMENSION CAPITAL MANAGEMENT LLC	2800 Ponce De Leon Blvd	15th Floor	Coral Gables	FL	33134	13F HOLDINGS REPORT	028-18068	000109380	801-54709	N	
0001172661-23-004071	30-SEP-2023	Y	1	RESTATEMENT	N				DIMENSION CAPITAL MANAGEMENT LLC	2800 Ponce De Leon Blvd	15th Floor	Coral Gables	FL	33134	13F HOLDINGS REPORT	028-18068	000109380	801-54709	N	
0001213900-23-092006	30-SEP-2023	N							B. Riley Wealth Advisors, Inc.	5000 T-rex Avenue	Suite 300	Boca Raton	FL	33431	13F HOLDINGS REPORT	028-13634			N	
0001815183-23-000003	30-SEP-2023								Fortis Group Advisors, LLC	345 KINDERKAMACK ROAD	SUITE B	WESTWOOD	NJ	07675	13F HOLDINGS REPORT	028-20406	000290427	801-112236	N	
0001012975-23-000496	30-SEP-2023	Y	1	NEW HOLDINGS					Euclidean Capital LLC	160 FIFTH AVE, 9TH FL		NEW YORK	NY	10010	13F HOLDINGS REPORT	028-20777			N	
0000902219-23-000070	30-SEP-2023	Y	1	NEW HOLDINGS					WELLINGTON MANAGEMENT GROUP LLP	C/O WELLINGTON MANAGEMENT COMPANY LLP	280 CONGRESS STREET	BOSTON	MA	02210	13F HOLDINGS REPORT	028-04557			N	
0002002843-23-000002	30-SEP-2023								Gilfoyle & Co LLC	450 LEXINGTON AVENUE, FLOOR 4		NEW YORK	NY	06880	13F HOLDINGS REPORT	028-23472			N	
0002002654-23-000008	30-SEP-2023								PFS Partners, LLC	350 US HIGHWAY 46		MINE HILL	NJ	07803	13F HOLDINGS REPORT	028-23471	000147872	801-77867	N	
0002002654-23-000006	31-MAR-2023								PFS Partners, LLC	350 US HIGHWAY 46		MINE HILL	NJ	07803	13F HOLDINGS REPORT	028-23471	000147872	801-77867	N	
0002002654-23-000003	30-JUN-2022								PFS Partners, LLC	350 US HIGHWAY 46		MINE HILL	NJ	07803	13F HOLDINGS REPORT	028-23471	000147872	801-77867	N	
0002002654-23-000001	31-DEC-2021								PFS Partners, LLC	350 US HIGHWAY 46		MINE HILL	NJ	07803	13F HOLDINGS REPORT	028-23471	000147872	801-77867	N	
0002002654-23-000005	31-DEC-2022								PFS Partners, LLC	350 US HIGHWAY 46		MINE HILL	NJ	07803	13F HOLDINGS REPORT	028-23471	000147872	801-77867	N	
0002002654-23-000004	30-SEP-2022								PFS Partners, LLC	350 US HIGHWAY 46		MINE HILL	NJ	07803	13F HOLDINGS REPORT	028-23471	000147872	801-77867	N	
0002002654-23-000002	31-MAR-2022								PFS Partners, LLC	350 US HIGHWAY 46		MINE HILL	NJ	07803	13F HOLDINGS REPORT	028-23471	000147872	801-77867	N	
0002002654-23-000007	30-JUN-2023								PFS Partners, LLC	350 US HIGHWAY 46		MINE HILL	NJ	07803	13F HOLDINGS REPORT	028-23471	000147872	801-77867	N	
0001085146-23-004548	30-SEP-2023	Y	1	NEW HOLDINGS					AMERICAN CENTURY COMPANIES INC	4500 MAIN STREET		KANSAS CITY	MO	64111	13F COMBINATION REPORT	028-11918			N	
0001437749-23-033229	30-SEP-2023								FIDELITY D & D BANCORP INC	Blakely & Drinker Streets		Dunmore	PA	18512	13F HOLDINGS REPORT	028-23470			N	
0001085146-23-004546	30-SEP-2023	N							ARQ WEALTH ADVISORS, LLC	14500 N. NORTHSIGHT BOULEVARD	SUITE 200	SCOTTSDALE	AZ	85260	13F HOLDINGS REPORT	028-20252	000147351	801-107346	N	
0001815355-23-000003	30-SEP-2023	Y	1	RESTATEMENT					Scarborough Advisors, LLC	1906 TOWNE CENTRE BLVD	SUITE 260	ANNAPOLIS	MD	21401	13F HOLDINGS REPORT	028-22598	000169517	801-79006	N	
0001725547-23-002560	30-SEP-2023	Y	1	RESTATEMENT					Modera Wealth Management, LLC	56 JEFFERSON AVENUE	2ND FLOOR	WESTWOOD	NJ	07675	13F HOLDINGS REPORT	028-14860	000155649	801-71973	N	
0001727783-23-000004	30-SEP-2023								Neo Ivy Capital Management	410 PARK AVE FL 15		NEW YORK	NY	10022	13F HOLDINGS REPORT	028-19243			N	
0001104659-23-122012	30-SEP-2023	Y	1	RESTATEMENT	N				Decheng Capital Management III (Cayman), LLC	PO Box 309	Ugland House	Grand Cayman	E9	KY1-1104	13F HOLDINGS REPORT	028-22474			N	
0001967261-23-000005	30-SEP-2023								Harvest Investment Advisors, LLC	6537 HEARTLAND CIRCLE		TALLAHASSEE	FL	32312	13F HOLDINGS REPORT	028-23272	000136693		N	
0001085146-23-004543	30-SEP-2023	N							Alamar Capital Management, LLC	200 E CARRILLO ST	SUITE 304	SANTA BARBARA	CA	93101	13F HOLDINGS REPORT	028-21084			N	
0001085146-23-004542	30-SEP-2023	N							Quantum Financial Advisors, LLC	1240 ROSECRANS AVE	#120	MANHATTAN BEACH	CA	90266	13F HOLDINGS REPORT	028-22627			N	
0001085146-23-004540	30-SEP-2023	N							Allan Gray Bermuda Ltd	CLARENDON HOUSE	2 CHURCH STREET	HAMILTON	D0	HM11	13F NOTICE	028-23469			N	
0000945621-23-000592	30-SEP-2023	Y	1	RESTATEMENT					Carmignac Gestion	24 PLACE VENDOME		PARIS	I0	75001	13F HOLDINGS REPORT	028-15450			N	
0001085146-23-004538	30-SEP-2023	N							Savoir Faire Capital Management, L.P.	18 MARSHALL ST. SUITE 340		NORWALK	CT	06854	13F HOLDINGS REPORT	028-23468			N	
0001941369-23-000008	30-SEP-2023	N							ASB Consultores, LLC	21005 Ne 31st Avenue		Aventura	FL	33180	13F HOLDINGS REPORT	028-22720	000189514	801-114028	N	
0001420506-23-002265	30-JUN-2023	Y	1	NEW HOLDINGS	N				Strategic Value Bank Partners LLC	127 Public Square	Suite 1510	Cleveland	OH	44114-1217	13F HOLDINGS REPORT	028-21638			N	
0000743367-23-000006	30-SEP-2023								BAR HARBOR WEALTH MANAGEMENT	90 NORTH MAIN STREET		CONCORD	NH	03301	13F HOLDINGS REPORT	028-06264			N	
0000743367-23-000005	30-SEP-2023								Bar Harbor Bank & Trust	82 MAIN STREET	P.O. BOX 400	BAR HARBOR	ME	04609	13F NOTICE	028-14045			N	
0000743367-23-000004	30-SEP-2023								BAR HARBOR BANKSHARES	82 MAIN ST	PO BOX 400	BAR HARBOR	ME	04609-0400	13F NOTICE	028-14044			N	
0001455495-23-000004	30-SEP-2023								IMA Wealth, Inc.	430 E DOUGLAS AVE	SUITE 400	WICHITA	KS	67202	13F HOLDINGS REPORT	028-13377			N	
0001950556-23-000006	30-SEP-2023								Dakota Community Bank & Trust NA	609 MAIN STREET		HEBRON	ND	58638	13F HOLDINGS REPORT	028-22680			N	
0001484153-23-000001	30-SEP-2023								Autonomy Capital (Jersey) L.P.	2ND FLOOR, GASPE HOUSE	66-72 ESPLANADE	ST. HELIER	Y9	JE1 1GH	13F HOLDINGS REPORT	028-15214			N	
0002001766-23-000006	30-JUN-2023								Pantechnicon Advisors LLP	31 MADDOX STREET		LONDON	X0	W1S 2PB	13F HOLDINGS REPORT	028-23467			N	
0001013594-23-000954	31-DEC-2022	Y	1	RESTATEMENT					Yaupon Capital Management LP	104 W 40TH ST, FLOOR 20		NEW YORK	NY	10018	13F HOLDINGS REPORT	028-19371	000298556	801-114061	N	
0001013594-23-000955	31-MAR-2023	Y	1	RESTATEMENT					Yaupon Capital Management LP	104 W 40TH ST, FLOOR 20		NEW YORK	NY	10018	13F HOLDINGS REPORT	028-19371	000298556	801-114061	N	
0001013594-23-000956	30-JUN-2023	Y	2	RESTATEMENT					Yaupon Capital Management LP	104 W 40TH ST, FLOOR 20		NEW YORK	NY	10018	13F HOLDINGS REPORT	028-19371	000298556	801-114061	N	
0000897101-23-000509	30-SEP-2023	Y	1	RESTATEMENT	N				OKABENA INVESTMENT SERVICES INC	1800 IDS Center	80 South Eighth Street	Minneapolis	MN	55402-4523	13F HOLDINGS REPORT	028-10076	000111162	801-47929	N	
0001214659-23-015575	30-SEP-2023	Y	1	RESTATEMENT	N				2Xideas AG	Bahnhofstrasse 1		Pfaffikon	V8	8808	13F HOLDINGS REPORT	028-20822			N	
0001134008-23-000004	30-SEP-2023								TRUST CO OF VERMONT	P O BOX 1280		BRATTLEBORO	VT	05302-1280	13F HOLDINGS REPORT	028-10003			N	
0001986152-23-000006	30-SEP-2023	Y	1	RESTATEMENT					Obsidian Personal Planning Solutions LLC	2099 GAITHER RD	STE 110	ROCKVILLE	MD	20850	13F HOLDINGS REPORT	028-22568	000168342	801-78523	N	
0001986152-23-000005	30-JUN-2023								Obsidian Personal Planning Solutions LLC	2099 GAITHER RD	STE 110	ROCKVILLE	MD	20850	13F HOLDINGS REPORT	028-22568	000168342	801-78523	N	
0000905729-23-000181	30-SEP-2023	N							USA FINANCIAL FORMULAS	6020 East Fulton Street		Ada	MI	49301	13F HOLDINGS REPORT	028-16517			N	
0000905729-23-000180	30-JUN-2023	N							USA FINANCIAL FORMULAS	6020 East Fulton Street		Ada	MI	49301	13F HOLDINGS REPORT	028-16517			N	
0000905729-23-000179	31-MAR-2023	N							USA FINANCIAL FORMULAS	6020 East Fulton Street		Ada	MI	49301	13F HOLDINGS REPORT	028-16517			N	
0001633674-23-000004	30-SEP-2023								AllSquare Wealth Management LLC	200 GREAT OAKS BLVD	SUITE 219	ALBANY	NY	12203	13F HOLDINGS REPORT	028-16491			N	
0002001766-23-000004	30-SEP-2023								Pantechnicon Advisors LLP	31 MADDOX STREET		LONDON	X0	W1S 2PB	13F HOLDINGS REPORT	028-23467			N	
0002001766-23-000002	31-MAR-2023								Pantechnicon Advisors LLP	31 MADDOX STREET		LONDON	X0	W1S 2PB	13F HOLDINGS REPORT	028-23467			N	
0001535602-23-000008	30-SEP-2023	Y	1	RESTATEMENT					BANQUE PICTET & CIE SA	60 ROUTE DES ACACIAS		GENEVA 73	V8	1211	13F HOLDINGS REPORT	028-15821			N	
0002001766-23-000001	31-DEC-2022								Pantechnicon Advisors LLP	31 MADDOX STREET		LONDON	X0	W1S 2PB	13F HOLDINGS REPORT	028-23467			N	
0000950123-23-011086	30-SEP-2023	N							Hanwha Asset Management Co., Ltd.	50, 63-ro, Yeongdeungpo-gu		Seoul	M5	07345	13F HOLDINGS REPORT	028-23064			N	
0001134700-23-000004	30-SEP-2023								YMCA RETIREMENT FUND	120 BROADWAY		NEW YORK	NY	10217	13F NOTICE	028-06535			N	
0001589176-23-000014	30-SEP-2023								SPX Capital Management LLC	450 PARK AVENUE	28TH FLOOR	NEW YORK	NY	10022	13F NOTICE	028-21538			Y	Please note we originally filed form 13FN on November 13, 2023 where the form was accepted by EDGAR for processing. The accession number for the original filing is 0001589176-23-000013. We received an email on November 22, 2023 notifying us that the filing was suspended due to a duplicate filing error message. We are making this filing today to fix the mistake that was made in the original filing. Thank you.
0000948046-23-000162	30-SEP-2023	Y	1	RESTATEMENT	N				DEUTSCHE BANK AG\	Taunusanlage 12 D-60325		Frankfurt Am Main	2M	00000	13F COMBINATION REPORT	028-10103			N	
0001398344-23-021089	30-SEP-2023	N							EP Wealth Advisors, LLC	21515 HAWTHORNE BLVD., SUITE 1200		TORRANCE	CA	90503	13F HOLDINGS REPORT	028-14754	000111147	801-29358	N	
0000884548-23-000004	30-SEP-2023								CONNORS INVESTOR SERVICES INC	CONNORS INVESTOR SERVICES	1210 BROADCASTING ROAD	WYOMISSING	PA	19610	13F HOLDINGS REPORT	028-03751			N	
0001062993-23-021369	30-SEP-2023	N							Aurora Investment Counsel	3350 RIVERWOOD PKWY STE 2205		ATLANTA	GA	30339	13F HOLDINGS REPORT	028-11093	000107460	801-60000	N	
0000950123-23-011076	30-SEP-2023	N							Public Sector Pension Investment Board	1250 RENE-LEVESQUE BLVD WEST	SUITE 1400	MONTREAL	A8	H3B 5E9	13F HOLDINGS REPORT	028-12527		028-12527	N	
0001420506-23-002240	30-SEP-2023	N							CHELSEA COUNSEL CO	444 S. FLOWER ST	SUITE 2340	LOS ANGELES	CA	90071	13F HOLDINGS REPORT	028-10847			N	
0001420506-23-002238	30-JUN-2023	N							CHELSEA COUNSEL CO	444 S. FLOWER ST	SUITE 2340	LOS ANGELES	CA	90071	13F HOLDINGS REPORT	028-10847			N	
0001172661-23-004070	30-SEP-2023	Y	1	RESTATEMENT	N				Polar Capital Holdings Plc	16 Palace Street		London	X0	SW1E 5JD	13F HOLDINGS REPORT	028-20910	000136133	801-64644	N	
0001911348-23-000005	30-SEP-2023	Y	1	NEW HOLDINGS					JOSH ARNOLD INVESTMENT CONSULTANT, LLC	6800 FRANCE AVENUE SOUTH, #325		EDINA	MN	55435	13F HOLDINGS REPORT	028-22238	000163088	801-120651	N	
0001140361-23-054394	30-SEP-2023	N							Graham Capital Management, L.P.	40 HIGHLAND AVENUE		ROWAYTON	CT	06853	13F HOLDINGS REPORT	028-11610	000160925	801-73422	N	
0001597298-23-000004	30-SEP-2023								Verity Asset Management, Inc.	280 S MANGUM ST STE 550		DURHAM	NC	27701-3683	13F HOLDINGS REPORT	028-15857			N	
0000950123-23-011066	30-SEP-2023	N							KBC Group NV	Havenlaan 2		Brussels	C9	1080	13F HOLDINGS REPORT	028-13043		028-13043	N	
0001941040-23-000355	30-SEP-2023	Y	1	RESTATEMENT	N				CANNELL CAPITAL LLC	245 Meriwether Circle		Alta	WY	83414	13F HOLDINGS REPORT	028-06453	000158371	801-72618	N	
0002000490-23-000001	30-SEP-2023								GUNN & Co INVESTMENT MANAGEMENT, INC.	13901 SUTTON PARK DRIVE SOUTH		JACKSONVILLE	FL	32224	13F HOLDINGS REPORT	028-23466			N	
0001580642-23-006292	30-SEP-2023	N							Oak Grove Capital LLC	11 Atlantic Avenue		North Hampton	NH	03862	13F HOLDINGS REPORT	028-18380			N	
0001596468-23-000005	30-SEP-2023	Y	1	RESTATEMENT					Almitas Capital LLC	1460 4TH STREET	SUITE 300	SANTA MONICA	CA	90401	13F HOLDINGS REPORT	028-19313			N	
0001867587-23-000005	30-SEP-2023								Invst, LLC	3625 E. 96TH STREET		INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-21281			N	
0001105863-23-000004	30-SEP-2023								AUXIER ASSET MANAGEMENT	15668 NE EILERS RD		AURORA	OR	97002	13F HOLDINGS REPORT	028-05627	000107980	801-55757	N	
0001741129-23-000010	30-SEP-2023	Y	1	NEW HOLDINGS					Greenhaven Road Investment Management, L.P.	8 SOUND SHORE DRIVE	C/O ROYCE & ASSOCIATES, SUITE 190	GREENWICH	CT	06830	13F HOLDINGS REPORT	028-20059			N	
0001766806-23-000103	30-SEP-2023	Y	1	RESTATEMENT					Shaolin Capital Management LLC	230 NW 24TH STREET	SUITE 603	MIAMI	FL	33127	13F HOLDINGS REPORT	028-19514			N	
0001172661-23-004069	30-SEP-2023	Y	1	RESTATEMENT	N				Walleye Trading LLC	2800 Niagara Lane N.		Plymouth	MN	55447	13F HOLDINGS REPORT	028-12094	000136196	8-66988	N	
0001172661-23-004068	30-SEP-2023	Y	1	RESTATEMENT	N				Walleye Capital LLC	2800 Niagara Lane North		Plymouth	MN	55447	13F COMBINATION REPORT	028-18937	000161413	801-113731	N	
0001213900-23-089164	30-SEP-2023	N							BRAUN STACEY ASSOCIATES INC	377 Broadway		New York	NY	10013	13F HOLDINGS REPORT	028-03733			N	
0000950123-23-011063	30-SEP-2023	N							COMERICA BANK	1717 MAIN STREET	MC 6404	DALLAS	TX	75201	13F COMBINATION REPORT	028-10331			N	
0001835700-23-000007	31-MAR-2023	Y	1	RESTATEMENT					Wolfswood Holdings, LLC	140 BROADWAY	38TH FLOOR	NEW YORK	NY	10005	13F HOLDINGS REPORT	028-20739			N	
0001835700-23-000006	30-JUN-2023	Y	1	RESTATEMENT					Wolfswood Holdings, LLC	140 BROADWAY	38TH FLOOR	NEW YORK	NY	10005	13F HOLDINGS REPORT	028-20739			N	
0001298088-23-000036	30-JUN-2023	Y	1	NEW HOLDINGS					CIBC Private Wealth Advisors, Inc.	3290 NORTHSIDE PARKWAY	7TH FLOOR	ATLANTA	GA	30327	13F NOTICE	028-06467			N	
0001298088-23-000035	30-JUN-2023	Y	1	NEW HOLDINGS					CIBC National Trust Co	3290 NORTHSIDE PARKWAY	7TH FLOOR	ATLANTA	GA	30327	13F NOTICE	028-16143			N	
0001835700-23-000005	30-SEP-2023	Y	1	RESTATEMENT					Wolfswood Holdings, LLC	140 BROADWAY	38TH FLOOR	NEW YORK	NY	10005	13F HOLDINGS REPORT	028-20739			N	
0001298088-23-000034	30-JUN-2023	Y	1	NEW HOLDINGS					CIBC Private Wealth Group, LLC	3290 NORTHSIDE PARKWAY	7TH FLOOR	ATLANTA	GA	30327	13F HOLDINGS REPORT	028-10949			N	
