ACCESSION_NUMBER,REPORTCALENDARORQUARTER,ISAMENDMENT,AMENDMENTNO,AMENDMENTTYPE,CONFDENIEDEXPIRED,DATEDENIEDEXPIRED,DATEREPORTED,REASONFORNONCONFIDENTIALITY,FILINGMANAGER_NAME,FILINGMANAGER_STREET1,FILINGMANAGER_STREET2,FILINGMANAGER_CITY,FILINGMANAGER_STATEORCOUNTRY,FILINGMANAGER_ZIPCODE,REPORTTYPE,FORM13FFILENUMBER,CRDNUMBER,SECFILENUMBER,PROVIDEINFOFORINSTRUCTION5,ADDITIONALINFORMATION,timestamp
0001172661-24-003755,30-JUN-2024,Y,1.0,NEW HOLDINGS,N,,,,Logos Global Management LP,1 LETTERMAN DRIVE,"BLDG C, SUITE C3-350",San Francisco,CA,94129,13F HOLDINGS REPORT,028-20025,305162.0,801-117248,N,,2023-10-01
0001348883-24-000015,30-JUN-2024,Y,1.0,RESTATEMENT,N,,,,"Clearbridge Investments, LLC",620 8th Avenue,,New York,NY,10018,13F COMBINATION REPORT,028-11611,137028.0,801-64710,N,,2023-10-01
0002035324-24-000001,30-JUN-2024,,,,,,,,NEW WAVE WEALTH ADVISORS LLC,4403 S THOMPSON ST,STE 1,SPRINGDALE,AR,72764,13F HOLDINGS REPORT,028-24348,323414.0,,N,,2023-10-01
0002035329-24-000001,30-JUN-2024,,,,,,,,Carrera Capital Advisors,901 WILSHIRE DRIVE,SUITE 565,TROY,MI,48084-5611,13F HOLDINGS REPORT,028-24347,,,N,,2023-10-01
0001903905-24-000009,31-MAR-2023,Y,1.0,RESTATEMENT,N,,,,"Peterson Financial Group, Inc.","220 Sw 9th, Suite 230",,Des Moines,IA,50309,13F HOLDINGS REPORT,028-21545,169519.0,801-120786,N,,2023-10-01
0001427514-24-000007,30-JUN-2024,Y,1.0,RESTATEMENT,,,,,"Dana Investment Advisors, Inc.",PO BOX 1067,,BROOKFIELD,WI,53008-1067,13F HOLDINGS REPORT,028-13023,105879.0,028-13023,N,,2023-10-01
0001903905-24-000008,31-DEC-2022,Y,1.0,RESTATEMENT,N,,,,"Peterson Financial Group, Inc.","220 Sw 9th, Suite 230",,Des Moines,IA,50309,13F HOLDINGS REPORT,028-21545,169519.0,801-120786,N,,2023-10-01
0002010693-24-000003,30-JUN-2024,N,,,,,,,"New Century Financial Group, LLC","One Airport Place, Suite 3",,Princeton,NJ,08540,13F HOLDINGS REPORT,028-23655,104553.0,801-51232,N,,2023-10-01
0002034330-24-000003,30-JUN-2024,,,,,,,,Custom Portfolio Group LLC,9800 PYRAMID COURT,SUITE 400,ENGLEWOOD,CO,80112,13F HOLDINGS REPORT,028-24346,154876.0,801-80949,N,,2023-10-01
0002034330-24-000002,31-MAR-2024,,,,,,,,Custom Portfolio Group LLC,9800 PYRAMID COURT,SUITE 400,ENGLEWOOD,CO,80112,13F HOLDINGS REPORT,028-24346,154876.0,801-80949,N,,2023-10-01
0002034330-24-000001,31-DEC-2023,,,,,,,,Custom Portfolio Group LLC,9800 PYRAMID COURT,SUITE 400,ENGLEWOOD,CO,80112,13F HOLDINGS REPORT,028-24346,154876.0,801-80949,N,,2023-10-01
0002034934-24-000001,30-JUN-2024,,,,,,,,Giverny Capital Advisors LLC,627 ROUTE 518,,SKILLMAN,NJ,08558,13F NOTICE,028-24345,150123.0,801-110341,N,,2023-10-01
0001989349-24-000001,30-JUN-2024,N,,,,,,,KPP Advisory Services LLC,9300 Shelbyville Rd.,Suite 1310,Louisville,KY,40222,13F HOLDINGS REPORT,028-23440,289507.0,801-111709,N,,2023-10-01
0001994744-24-000006,31-DEC-2022,,,,,,,,Centennial Bank/AR/,719 HARKRIDER STREET,,CONWAY,AR,72032,13F HOLDINGS REPORT,028-24344,,,N,,2023-10-01
0001903905-24-000007,30-SEP-2022,Y,1.0,RESTATEMENT,N,,,,"Peterson Financial Group, Inc.","220 Sw 9th, Suite 230",,Des Moines,IA,50309,13F HOLDINGS REPORT,028-21545,169519.0,801-120786,N,,2023-10-01
0001903905-24-000006,30-JUN-2022,Y,1.0,RESTATEMENT,N,,,,"Peterson Financial Group, Inc.","220 Sw 9th, Suite 230",,Des Moines,IA,50309,13F HOLDINGS REPORT,028-21545,169519.0,801-120786,N,,2023-10-01
0001420506-24-001738,31-MAR-2024,Y,1.0,RESTATEMENT,N,,,,"Atlanta Consulting Group Advisors, LLC",5600 GLENRIDGE DRIVE NE,SUITE 230-EAST,ATLANTA,GA,30342,13F HOLDINGS REPORT,028-24133,288169.0,801-112054,N,,2023-10-01
0000878770-24-000013,30-JUN-2023,,,,,,,,"WORLD EQUITY GROUP, INC.",425 N MARTINGALE ROAD,SUITE 100,SCHAUMBURG,IL,60173,13F HOLDINGS REPORT,028-24225,29087.0,801-56328,N,,2023-10-01
0000878770-24-000012,31-MAR-2023,,,,,,,,"WORLD EQUITY GROUP, INC.",425 N MARTINGALE ROAD,SUITE 100,SCHAUMBURG,IL,60173,13F HOLDINGS REPORT,028-24225,29087.0,801-56328,N,,2023-10-01
0001903905-24-000005,31-MAR-2022,Y,2.0,RESTATEMENT,N,,,,"Peterson Financial Group, Inc.","220 Sw 9th, Suite 230",,Des Moines,IA,50309,13F HOLDINGS REPORT,028-21545,169519.0,801-120786,N,,2023-10-01
0000714142-24-000003,30-JUN-2024,,,,,,,,TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,479 VERSAILLES ROAD,,FRANKFORT,KY,40601,13F HOLDINGS REPORT,028-01068,,,N,,2023-10-01
0000950123-24-008953,30-JUN-2024,Y,1.0,RESTATEMENT,N,,,,Allianz Investment Management U.S. LLC,5701 Golden Hills Drive,,Minneapolis,MN,55416-1297,13F HOLDINGS REPORT,028-21169,,,N,,2023-10-01
0001632968-24-000002,30-JUN-2024,,,,,,,,Wealthquest Corp,50 E-BUSINESS WAY,SUITE 120,CINCINNATI,OH,45241,13F HOLDINGS REPORT,028-16522,,,N,,2023-10-01
0001965546-24-000004,30-JUN-2024,,,,,,,,BRIGHT VALLEY CAPITAL Ltd,"UNIT 1129, 11, ADMIRALTY CENTRE TOWER 2,","8 HARCOURT ROAD, ADMIRALTY,",HONG KONG,K3,999077,13F HOLDINGS REPORT,028-23933,,,N,,2023-10-01
0002033881-24-000012,31-DEC-2013,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0002033881-24-000011,31-DEC-2014,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0002033881-24-000010,31-DEC-2015,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0002033881-24-000009,31-DEC-2016,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0002033881-24-000008,31-DEC-2017,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0002033881-24-000007,31-DEC-2018,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0001589176-24-000007,30-JUN-2024,,,,,,,,SPX Gestao de Recursos Ltda,"RUA HUMAITA, 275, 6 ANDAR",HUMAITA,RIO DE JANEIRO,D5,22261000,13F HOLDINGS REPORT,028-18920,,,N,,2023-10-01
0001398344-24-015396,30-JUN-2024,N,,,,,,,"Founders Financial Alliance, LLC","9212 FALLS OF NEUSE RD., SUITE 221",,RALEIGH,NC,27615,13F HOLDINGS REPORT,028-20385,173011.0,801-108700,N,,2023-10-01
0001894749-24-000003,31-MAR-2024,,,,,,,,SPX Capital Management LLC,450 PARK AVENUE,28TH FLOOR,NEW YORK,NY,10022,13F NOTICE,028-21538,,,Y,"SPX Capital Management did not hold reportable positions under 13F at any time during the first quarter of 2024.  It formerly, however, filed 13FN Notice reports in tandem with SPX Gestao de Recursos Ltda.  In order to complete its requisite filings, it will continue to file these notice reports concluding with Q3 of 2024, or extending untl it has satisfied regulatory requirements.",2023-10-01
0002034793-24-000001,30-JUN-2024,,,,,,,,"Ariadne Wealth Management, LP",1255 COAST VILLAGE RD,201A,SANTA BARBARA,CA,93108,13F HOLDINGS REPORT,028-24343,170999.0,801-106829,N,,2023-10-01
0001589176-24-000008,31-DEC-2023,Y,1.0,RESTATEMENT,,,,,SPX Gestao de Recursos Ltda,"RUA HUMAITA, 275, 6 ANDAR",HUMAITA,RIO DE JANEIRO,D5,22261000,13F HOLDINGS REPORT,028-18920,,,Y,"SPX Gestao de Recursos, as of 31 December 2023, maintained sole dispotive authoirty for the securities presented on its 13F filing.  As such, it has revised its submission to indicate that it is not reporting for another manger and amended its xml to reflect that.  No onther information about the securities has changed.",2023-10-01
0001894749-24-000004,30-JUN-2024,,,,,,,,SPX Capital Management LLC,450 PARK AVENUE,28TH FLOOR,NEW YORK,NY,10022,13F NOTICE,028-21538,,,Y,"SPX Capital Management LLC previously filed notice filing because its holdings were reported jointly with SPX Gestao de Recursos Ltda.  As of Q4 2023, SPX Capital Management LLC no longer has holdings to report on form 13F, but will continue to use the same method (13FN), until is has either ceased its filing obligations or developed a new basis for filing.",2023-10-01
0001894749-24-000002,31-DEC-2023,,,,,,,,SPX Capital Management LLC,450 PARK AVENUE,28TH FLOOR,NEW YORK,NY,10022,13F NOTICE,028-21538,,,Y,"SPX Capital Management LLC previously filed 13-FN notice reports indicating that it held shared discretion with SPX Gestao de Recursos Ltda, and that such securities were reported in SPX Gestao de Recursos Ltda's filings.  As of 31 December 2023, SPX Capital Management LLC did not manage any 13F securities positions.  SPX Capital Management LLC will continue to file required Form 13F as necessary.",2023-10-01
0000767684-24-000004,30-JUN-2024,,,,,,,,DELPHI MANAGEMENT INC /MA/,9 SEARS RD,,BROOKLINE,MA,02445,13F HOLDINGS REPORT,028-01488,,,N,,2023-10-01
0001589176-24-000006,31-MAR-2024,,,,,,,,SPX Gestao de Recursos Ltda,"RUA HUMAITA, 275, 6 ANDAR",HUMAITA,RIO DE JANEIRO,D5,22261000,13F HOLDINGS REPORT,028-18920,,,N,,2023-10-01
0001595521-24-000007,30-JUN-2024,Y,2.0,NEW HOLDINGS,,,,,Aristides Capital LLC,118 E MAIN STREET,SUITE 600,LOUISVILLE,KY,40202,13F HOLDINGS REPORT,028-19976,162368.0,801-119110,N,,2023-10-01
0001641864-24-000011,31-DEC-2023,Y,1.0,NEW HOLDINGS,,,,,Giverny Capital Inc.,759 SQUARE-VICTORIA - 105,,MONTREAL,A8,H2Y 2J7,13F HOLDINGS REPORT,028-16878,130640.0,801-62943,N,,2023-10-01
0002034894-24-000001,30-JUN-2024,,,,,,,,"Somnio Financial Group, LLC",140 GLASTONBURY BLVD,SUITE 23,GLASTONBURY,CT,06248,13F HOLDINGS REPORT,028-24342,174217.0,801-129727,N,,2023-10-01
0001013234-24-000003,30-JUN-2024,,,,,,,,ORLEANS CAPITAL MANAGEMENT CORP/LA,830 WEST CAUSEWAY APPROACH,SUITE 1200,MANDEVILLE,LA,70471,13F HOLDINGS REPORT,028-05484,,,N,,2023-10-01
0001601407-24-000005,30-JUN-2024,Y,1.0,NEW HOLDINGS,,,,,Troy Asset Management Ltd,33 DAVIES STREET,,LONDON,X0,W1K 4BP,13F HOLDINGS REPORT,028-16709,,,N,,2023-10-01
0000820434-24-000002,30-JUN-2024,,,,,,,,PVG ASSET MANAGEMENT CORP,24918 GENESEE TRAIL ROAD,,GOLDEN,CO,80401,13F HOLDINGS REPORT,028-17570,,,N,,2023-10-01
0001713558-24-000007,31-DEC-2021,Y,1.0,RESTATEMENT,N,,,,"Peterson Financial Group, Inc.","220 Sw 9th, Suite 230",,Des Moines,IA,50309,13F HOLDINGS REPORT,028-21545,169519.0,801-120786,N,,2023-10-01
0001398344-24-015203,30-JUN-2024,N,,,,,,,"Cypress Capital, LLC",436 MAIN ST,STE 205,FRANKLIN,TN,37064,13F HOLDINGS REPORT,028-19283,171266.0,801-79771,N,,2023-10-01
0001062993-24-015544,30-JUN-2024,N,,,,,,,Aurora Investment Counsel,3350 RIVERWOOD PKWY STE 2205,,ATLANTA,GA,30339,13F HOLDINGS REPORT,028-11093,107460.0,801-60000,N,,2023-10-01
0001085146-24-004173,30-JUN-2024,N,,,,,,,Cetera Investment Advisers,1450 AMERICAN LANE 6TH FLOOR,SUITE 650,SCHAUMBURG,IL,60173-2096,13F HOLDINGS REPORT,028-17296,105644.0,801-20406,Y,"Cetera Advisor Networks closed as a registered investment adviser and transitioned all fee based/advisory business to a related Firm, Cetera Investment Advisers, LLC.   Cetera Advisors closed as a registered investment adviser and transitioned all fee based/advisory business to a related Firm, Cetera Investment Advisers, LLC.",2023-10-01
0001681614-24-000007,31-MAR-2024,Y,1.0,RESTATEMENT,,,,,Kanen Wealth Management LLC,6810 LYONS TECHNOLOGY CIRCLE,SUITE 160,COCONUT CREEK,FL,33073,13F HOLDINGS REPORT,028-21358,,,N,,2023-10-01
0001085146-24-004168,31-MAR-2024,Y,1.0,RESTATEMENT,,,,,Fiera Capital Corp,1981 MCGILL COLLEGE AVENUE,SUITE 1500,MONTREAL,A8,H3A 0H5,13F COMBINATION REPORT,028-14036,154966.0,801-71885,N,,2023-10-01
0001085146-24-004163,31-DEC-2023,Y,1.0,RESTATEMENT,,,,,Fiera Capital Corp,1981 MCGILL COLLEGE AVENUE,SUITE 1500,MONTREAL,A8,H3A 0H5,13F COMBINATION REPORT,028-14036,154966.0,801-71885,N,,2023-10-01
0001085146-24-004162,30-SEP-2023,Y,1.0,RESTATEMENT,,,,,Fiera Capital Corp,1981 MCGILL COLLEGE AVENUE,SUITE 1500,MONTREAL,A8,H3A 0H5,13F COMBINATION REPORT,028-14036,154966.0,801-71885,N,,2023-10-01
0001681614-24-000006,30-JUN-2024,Y,1.0,RESTATEMENT,,,,,Kanen Wealth Management LLC,6810 LYONS TECHNOLOGY CIRCLE,SUITE 160,COCONUT CREEK,FL,33073,13F HOLDINGS REPORT,028-21358,,,N,,2023-10-01
0001062993-24-015537,30-JUN-2024,N,,,,,,,Aldebaran Financial Inc.,4105 FORT HENRY DR. SUITE 305,,KINGSPORT,TN,37663,13F HOLDINGS REPORT,028-15879,,,N,,2023-10-01
0001085146-24-004159,30-JUN-2024,Y,1.0,RESTATEMENT,,,,,KGH Ltd,"CAVES POINT, 3C",WEST BAY STREET,NASSAU,C5,,13F HOLDINGS REPORT,028-14969,161481.0,801-74523,N,,2023-10-01
0002033881-24-000006,31-DEC-2019,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0002033881-24-000005,31-DEC-2020,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0002033881-24-000004,31-DEC-2021,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0002033881-24-000003,31-DEC-2022,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0001213900-24-071614,30-JUN-2024,Y,1.0,RESTATEMENT,N,,,,"LHM, INC.",9350 S 150 E,Ste 900,Sandy,UT,84070,13F HOLDINGS REPORT,028-23582,,,N,,2023-10-01
0001213900-24-071586,30-JUN-2024,N,,,,,,,"3Chopt Investment Partners, LLC",1801 Libbie Avenue,Suite 106,Richmond,VA,23226,13F HOLDINGS REPORT,028-23280,319125.0,801-123462,N,,2023-10-01
0001398344-24-015107,30-JUN-2024,N,,,,,,,"North Square Investments, LLC",200 WEST MADISON ST,SUITE 2610,CHICAGO,IL,60606,13F NOTICE,028-19569,294355.0,801-115238,N,,2023-10-01
0001415201-24-000005,30-JUN-2024,Y,1.0,RESTATEMENT,,,,,"SPC Financial, Inc.",3202 TOWER OAKS BLVD.,SUITE 400,ROCKVILLE,MD,20852,13F HOLDINGS REPORT,028-14057,104618.0,801-14191,Y,Table entry and market value report of original 6/30/24 quarterly report did not match data in XML Report,2023-10-01
0001999371-24-010469,30-JUN-2024,N,,,,,,,"McGinn Penninger Investment Management, Inc.",277 South Washington Street,Suite 340,Alexandria,VA,22314,13F HOLDINGS REPORT,028-20779,107396.0,801-40578,N,,2023-10-01
0001866040-24-000007,30-JUN-2024,,,,,,,,Heartland Bank & Trust Co,401 NORTH HERSHEY ROAD,,BLOOMINGTON,IL,61704,13F HOLDINGS REPORT,028-21278,,,N,,2023-10-01
0001085146-24-004144,30-JUN-2024,N,,,,,,,"Advisory Alpha, LLC","348 S. Waverly Rd., Suite 100",,HOLLAND,MI,49423,13F HOLDINGS REPORT,028-15942,158282.0,801-72499,N,,2023-10-01
0001768041-24-000004,30-JUN-2024,Y,1.0,NEW HOLDINGS,,,,,Greenvale Capital LLP,1 VERE STREET,,LONDON,X0,W1G 0DF,13F HOLDINGS REPORT,028-19311,281654.0,801-127908,N,,2023-10-01
0001172661-24-003650,30-JUN-2024,N,,,,,,,Ted Buchan & Co,12396 World Trade Drive,Suite 112,San Diego,CA,92128,13F HOLDINGS REPORT,028-24341,140722.0,801-113273,N,,2023-10-01
0001911472-24-000002,30-JUN-2024,Y,1.0,RESTATEMENT,,,,,"Granite Bay Wealth Management, LLC",767 ISLINGTON STREET,SUITE 1-D,PORTSMOUTH,NH,03801,13F HOLDINGS REPORT,028-22245,,,N,,2023-10-01
0001951757-24-000914,30-JUN-2024,Y,1.0,RESTATEMENT,,,,,"GRAHAM CAPITAL WEALTH MANAGEMENT, LLC",1701 K STREET NW,SUITE 801,WASHINGTON D.C.,DC,20006,13F HOLDINGS REPORT,028-22200,,,N,,2023-10-01
0001343916-24-000003,30-JUN-2024,,,,,,,,IMS Capital Management,8995 SE OTTY ROAD,,PORTLAND,OR,97086,13F HOLDINGS REPORT,028-11531,,,N,,2023-10-01
0001563660-24-000088,30-JUN-2024,,,,,,,,Desjardins Securities inc.,1170 PEEL STREET,SUITE 300,MONTREAL,A8,H3B 0A9,13F NOTICE,028-24164,,,N,,2023-10-01
0001563660-24-000087,30-SEP-2018,,,,,,,,Desjardins Global Asset Management Inc.,"1,COMPLEXE DESJARDINS, ST, 20TH FLOOR","DESJARDINS STATION, PO BOX 153",MONTREAL,A8,H5B 1B3,13F NOTICE,028-21533,,,N,,2023-10-01
0001172661-24-003638,31-DEC-2023,N,,,,,,,Carrhae Capital LLP,39 St James's Street,,London,X0,SW1A 1JD,13F HOLDINGS REPORT,028-24285,161900.0,801-77064,N,,2023-10-01
0001172661-24-003637,31-MAR-2024,N,,,,,,,Carrhae Capital LLP,39 St James's Street,,London,X0,SW1A 1JD,13F HOLDINGS REPORT,028-24285,161900.0,801-77064,N,,2023-10-01
0001863894-24-000003,30-JUN-2024,,,,,,,,Regency Capital Management Inc.\DE,1001 BISHOP STREET,STE 1090,HONOLULU,HI,96813,13F HOLDINGS REPORT,028-21267,,,N,,2023-10-01
0001085146-24-004085,31-MAR-2024,Y,1.0,RESTATEMENT,,,,,"ELEMENT POINTE ADVISORS, LLC","333 SE 2ND AVENUE, SUITE 2520",,MIAMI,FL,33131,13F COMBINATION REPORT,028-19029,282750.0,801-107214,N,,2023-10-01
0000092230-24-000047,30-JUN-2024,,,,,,,,TRUIST FINANCIAL CORP,214 NORTH TRYON STREET,,CHARLOTTE,NC,28202,13F HOLDINGS REPORT,028-03501,,,N,,2023-10-01
0001085146-24-004084,31-DEC-2023,Y,1.0,RESTATEMENT,,,,,"ELEMENT POINTE ADVISORS, LLC","333 SE 2ND AVENUE, SUITE 2520",,MIAMI,FL,33131,13F COMBINATION REPORT,028-19029,282750.0,801-107214,N,,2023-10-01
0000935836-24-000540,30-JUN-2024,Y,1.0,RESTATEMENT,N,,,,"Stonepine Capital Management, LLC",919 Nw Bond Street,Suite 204,Bend,OR,97703,13F HOLDINGS REPORT,028-17175,139891.0,801-110935,Y,"This amendment is being filed to report additional shares of Surrozen Inc. that were inadvertently omitted from the Form 13F for the period ending June 30, 2024.",2023-10-01
0002024152-24-000006,30-JUN-2024,,,,,,,,"Pathway Financial Advisers, LLC",4571 CO RD 35,,AUBURN,IN,46706,13F HOLDINGS REPORT,028-24194,,,N,,2023-10-01
0001104659-24-091322,30-JUN-2024,Y,1.0,NEW HOLDINGS,N,,,,"Nantahala Capital Management, LLC",130 Main St.,2nd Floor,New Canaan,CT,06840,13F HOLDINGS REPORT,028-14750,,,N,,2023-10-01
0001641864-24-000008,31-MAR-2024,Y,1.0,NEW HOLDINGS,,,,,Giverny Capital Inc.,759 SQUARE-VICTORIA - 105,,MONTREAL,A8,H2Y 2J7,13F HOLDINGS REPORT,028-16878,130640.0,801-62943,N,,2023-10-01
0001214659-24-015023,30-JUN-2024,N,,,,,,,"HFG Wealth Management, LLC",1790 Hughes Landing Blvd,Suite 575,The Woodlands,TX,77380,13F HOLDINGS REPORT,028-24205,,,N,,2023-10-01
0002030060-24-000004,30-JUN-2024,,,,,,,,National Bank of Canada Global Finance,COMPLIANCE FINANCIAL MARKETS C/O SARAH M,800 RUE SAINT JACQUES,"MONTREAL, QC",Z4,H3C 1A3,13F NOTICE,028-24340,,,N,,2023-10-01
0001765380-24-000370,31-MAR-2024,Y,1.0,RESTATEMENT,,,,,"Team Hewins, LLC",203 REDWOOD SHORES PARKWAY,SUITE 550,REDWOOD CITY,CA,94065,13F HOLDINGS REPORT,028-22853,291194.0,801-112939,N,,2023-10-01
0001765380-24-000369,31-DEC-2023,Y,2.0,RESTATEMENT,,,,,"Team Hewins, LLC",203 REDWOOD SHORES PARKWAY,SUITE 550,REDWOOD CITY,CA,94065,13F HOLDINGS REPORT,028-22853,291194.0,801-112939,N,,2023-10-01
0000950123-24-008900,30-JUN-2024,Y,1.0,RESTATEMENT,N,,,,Novo Holdings A/S,TUBORG HAVNEVEJ 19,,HELLERUP,G7,2900,13F HOLDINGS REPORT,028-16231,,,Y,"Explanatory Note: This Amendment No. 1 restates the Form 13F Holdings Report filed by Novo Holdings A/S on August 14, 2024. This Amendment No. 1 (i) corrects data in the Information Table relating to the reported position in Evotec AG and Exscientia plc by removing the positions, (ii) corrects data in the Information Table relating to the reported position in Marqeta Inc by inserting 2419738 in Column 5 ""VALUE"" (iii) corrects data in the Information Table relating to the reported position in Viridian Therapeutics Inc by inserting 26020000 in Column 5 ""VALUE"", (iv) includes a position in Vanguard Index FDS, and (v) corrects the Report Summary by inserting $1,854,897,213 as the ""Form 13F Information Table Values Total"".",2023-10-01
0002033881-24-000002,31-DEC-2023,,,,,,,,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group,AL. JEROZOLIMSKIE 162 A,,WARSAW,R9,02-342,13F HOLDINGS REPORT,028-24339,,,N,,2023-10-01
0001437749-24-027302,30-JUN-2024,,,,,,,,Next Capital Management LLC,ELEVEN TIMES SQUARE,15TH FLOOR,NEW YORK,NY,10036,13F HOLDINGS REPORT,028-19131,,,N,,2023-10-01
0001443689-24-000012,30-JUN-2024,,,,,,,,Senator Investment Group LP,510 Madison Avenue,28th Floor,New York,NY,10022,13F HOLDINGS REPORT,028-13389,,,N,,2023-10-01
0000902664-24-005203,30-JUN-2024,Y,1.0,RESTATEMENT,N,,,,"Point72 Asset Management, L.P.",72 Cummings Point Road,,Stamford,CT,06902,13F COMBINATION REPORT,028-16256,283077.0,801-107348,Y,"The Reporting Manager, Point72 Asset Management, L.P., is under common control with Cubist Systematic Strategies, LLC (Form 13F File Number 028-16258), 72 Investment Holdings, LLC (Form 13F File Number 028-20409), Point72 Hong Kong Ltd (Form 13F File Number 028-16027), Point72 Europe (London) LLP (Form 13F File Number 028-17887), Point72 Italy, S.r.l. (Form 13F File Number 028-23927), Point72 Middle East FZE (Form 13F File Number 028-23094), Point72 (DIFC) Limited (Form 13F File Number 028-24178), CPV Partners, LLC (Form 13F File Number 028-19347), Point72 Private Investments, LLC (Form 13F File Number 028-23092), and Point72 Asia (Singapore) Pte. Ltd. (Form 13F File Number 028-17282). * Positions that are exempt from reporting under Special Instruction 10 to the Form 13F are excluded from this report. However, positions that would not be exempt when aggregated with positions of the same security held by (i) the Other Included Managers or (ii) certain affiliates of the Reporting Manager and reported on their own Forms 13F, are listed herein.",2023-10-01
